crime_type,location,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury
Theft,Whitefield,Male,55,Female,58,Knife,None
Fraud,Koramangala,Female,50,Other,53,None,Minor
Burglary,Indiranagar,Female,55,Female,65,Knife,Fatal
Kidnapping,Yelahanka,Male,31,Male,24,Gun,None
Kidnapping,Hebbal,Male,31,Male,19,None,Fatal
Arson,Electronic City,Male,59,Other,23,Fire,Minor
Embezzlement,Kamakshipalya,Female,27,Female,30,None,Fatal
Vandalism,Yelahanka,Male,54,Male,44,Blunt Object,Minor
Homicide,Whitefield,Other,54,Female,30,Knife,Minor
Arson,Banashankari,Female,39,Other,62,Fire,None
Embezzlement,Koramangala,Other,66,Male,46,None,None
Robbery,Indiranagar,Other,58,Female,24,Blunt Object,None
Vandalism,Whitefield,Other,70,Female,61,Spray Paint,Minor
Homicide,Whitefield,Other,38,Male,56,Blunt Object,None
Assault,Malleswaram,Male,47,Female,32,Knife,Minor
Fraud,Whitefield,Male,65,Female,38,None,None
Kidnapping,Electronic City,Male,20,Female,40,Gun,None
Embezzlement,Indiranagar,Female,27,Male,39,None,Minor
Burglary,Whitefield,Other,32,Female,31,Knife,Fatal
Vandalism,Banashankari,Female,50,Other,23,Blunt Object,None
Assault,Jayanagar,Female,52,Male,24,Gun,Minor
Vandalism,Hebbal,Female,40,Female,47,Blunt Object,Minor
Burglary,Banashankari,Male,47,Male,69,Gun,Minor
Fraud,Whitefield,Other,49,Other,21,None,Fatal
Theft,Hebbal,Other,29,Female,28,Knife,Minor
Assault,Electronic City,Other,33,Female,67,Fists,Fatal
Embezzlement,Hebbal,Male,46,Other,63,None,Fatal
Vandalism,Indiranagar,Male,23,Other,44,None,Fatal
Vandalism,Jayanagar,Other,63,Female,32,None,Fatal
Burglary,Hebbal,Female,42,Female,49,None,Fatal
Burglary,Jayanagar,Female,33,Male,36,Gun,Fatal
Homicide,Banashankari,Other,53,Male,40,Gun,Fatal
Kidnapping,Electronic City,Male,42,Other,45,None,None
Kidnapping,Indiranagar,Other,66,Female,25,None,Minor
Homicide,Electronic City,Male,18,Male,32,Blunt Object,Minor
Kidnapping,Indiranagar,Female,49,Female,40,None,Minor
Theft,Whitefield,Female,28,Male,55,Knife,None
Embezzlement,Jayanagar,Female,38,Female,62,None,Minor
Arson,Indiranagar,Male,57,Male,50,Fire,Minor
Theft,Banashankari,Female,58,Male,61,Knife,Minor
Homicide,Indiranagar,Male,66,Male,32,Gun,Minor
Vandalism,Kamakshipalya,Other,37,Male,28,None,Minor
Theft,Malleswaram,Other,70,Male,20,Knife,Minor
Theft,Yelahanka,Female,34,Female,32,Gun,Fatal
Embezzlement,Hebbal,Other,36,Male,30,None,Minor
Homicide,Hebbal,Other,66,Female,41,Gun,Fatal
Assault,Koramangala,Other,33,Female,18,Gun,Minor
Arson,Jayanagar,Other,47,Male,57,None,None
Arson,Hebbal,Female,29,Male,60,Fire,Minor
Theft,Yelahanka,Male,51,Male,34,Gun,None
Burglary,Electronic City,Female,54,Female,33,Knife,Fatal
Burglary,Hebbal,Other,70,Female,43,Knife,Fatal
Vandalism,Malleswaram,Other,36,Other,50,None,None
Arson,Hebbal,Other,25,Other,56,None,None
Embezzlement,Malleswaram,Female,49,Other,47,None,Fatal
Robbery,Kamakshipalya,Other,61,Female,50,Knife,Fatal
Fraud,Malleswaram,Other,22,Male,35,None,Minor
Kidnapping,Koramangala,Other,62,Other,64,None,Minor
Arson,Jayanagar,Male,40,Other,68,Fire,None
Arson,Banashankari,Other,61,Other,65,None,None
Homicide,Yelahanka,Female,60,Female,52,Blunt Object,Fatal
Theft,Yelahanka,Female,42,Male,22,Knife,None
Assault,Kamakshipalya,Female,50,Other,53,Fists,Minor
Arson,Indiranagar,Female,31,Male,55,None,Fatal
Assault,Koramangala,Male,29,Male,20,Fists,None
Assault,Koramangala,Male,54,Other,43,Gun,Minor
Embezzlement,Malleswaram,Male,33,Other,30,None,Minor
Robbery,Whitefield,Female,49,Female,62,Blunt Object,Minor
Homicide,Malleswaram,Male,70,Other,30,Gun,None
Fraud,Electronic City,Female,27,Other,70,None,None
Robbery,Hebbal,Male,65,Female,66,Knife,Minor
Theft,Koramangala,Male,23,Female,67,Gun,Fatal
Embezzlement,Koramangala,Female,44,Female,64,None,None
Embezzlement,Indiranagar,Male,33,Male,18,None,Fatal
Kidnapping,Kamakshipalya,Other,26,Male,52,None,None
Burglary,Hebbal,Other,52,Male,35,None,None
Robbery,Yelahanka,Other,36,Male,34,Blunt Object,None
Embezzlement,Yelahanka,Female,26,Male,36,None,None
Burglary,Indiranagar,Male,69,Female,29,Knife,Fatal
Assault,Banashankari,Female,30,Female,22,Gun,Fatal
Fraud,Whitefield,Male,47,Other,60,None,None
Arson,Kamakshipalya,Other,43,Female,47,Fire,Minor
Vandalism,Hebbal,Male,45,Other,55,Blunt Object,Fatal
Kidnapping,Koramangala,Male,43,Female,49,None,None
Homicide,Electronic City,Male,37,Female,65,Knife,Fatal
Homicide,Jayanagar,Male,38,Other,36,Knife,None
Fraud,Kamakshipalya,Female,63,Female,23,None,Minor
Assault,Electronic City,Female,55,Female,67,Knife,Fatal
Kidnapping,Electronic City,Other,43,Other,70,Knife,Minor
Arson,Whitefield,Male,43,Male,70,Fire,None
Vandalism,Jayanagar,Male,52,Other,69,Blunt Object,Fatal
Arson,Malleswaram,Female,22,Female,26,Fire,None
Arson,Koramangala,Male,64,Male,63,Fire,Minor
Homicide,Kamakshipalya,Female,37,Other,45,Gun,None
Fraud,Kamakshipalya,Female,59,Female,41,None,Fatal
Fraud,Malleswaram,Other,67,Female,42,None,Minor
Theft,Jayanagar,Female,59,Other,58,None,Fatal
Embezzlement,Hebbal,Male,38,Female,57,None,Fatal
Robbery,Whitefield,Female,46,Male,61,Knife,Minor
Robbery,Jayanagar,Female,42,Female,35,Gun,Minor
Homicide,Yelahanka,Female,28,Female,25,Gun,Minor
Homicide,Electronic City,Female,70,Male,58,Knife,None
Homicide,Whitefield,Male,70,Other,54,Blunt Object,None
Assault,Koramangala,Other,70,Female,49,Knife,None
Arson,Yelahanka,Male,35,Female,62,Fire,Minor
Theft,Electronic City,Male,47,Male,45,Gun,Minor
Embezzlement,Kamakshipalya,Female,53,Male,27,None,None
Fraud,Yelahanka,Other,42,Other,30,None,Fatal
Fraud,Kamakshipalya,Female,29,Other,28,None,None
Fraud,Banashankari,Male,20,Other,67,None,Fatal
Theft,Whitefield,Female,30,Female,30,Gun,None
Burglary,Whitefield,Female,55,Other,37,None,Minor
Embezzlement,Banashankari,Other,22,Male,46,None,Fatal
Robbery,Electronic City,Female,24,Male,63,Blunt Object,Fatal
Assault,Indiranagar,Other,50,Female,48,Gun,None
Fraud,Malleswaram,Female,37,Male,37,None,Minor
Vandalism,Jayanagar,Female,35,Other,34,Spray Paint,Fatal
Embezzlement,Koramangala,Other,28,Male,61,None,Minor
Burglary,Koramangala,Female,40,Other,44,None,Minor
Theft,Jayanagar,Other,46,Other,35,None,Fatal
Assault,Whitefield,Female,39,Female,70,Gun,Fatal
Vandalism,Electronic City,Female,68,Male,66,Spray Paint,None
Theft,Yelahanka,Other,69,Male,58,Gun,None
Vandalism,Yelahanka,Other,67,Male,44,None,Minor
Burglary,Yelahanka,Male,69,Male,44,Gun,None
Robbery,Yelahanka,Male,51,Other,49,Gun,None
Fraud,Malleswaram,Male,55,Female,47,None,Minor
Robbery,Hebbal,Female,69,Female,26,Blunt Object,Minor
Assault,Jayanagar,Female,58,Female,54,Fists,Fatal
Homicide,Malleswaram,Male,59,Other,33,Knife,None
Assault,Electronic City,Other,60,Male,50,Gun,None
Theft,Whitefield,Other,55,Female,46,None,None
Embezzlement,Banashankari,Male,23,Other,53,None,Fatal
Arson,Koramangala,Male,36,Other,59,None,None
Robbery,Jayanagar,Other,39,Other,50,Knife,Minor
Theft,Malleswaram,Other,70,Female,52,None,Fatal
Arson,Koramangala,Other,26,Other,25,Fire,Fatal
